submission_date,STATE,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
12/8/20,Nevada,173281,,,2694,0,2359,,,40,0,12/9/20 14:45,,
12/8/20,Wyoming,37475,32555,4920,490,131,280,280,0,0,0,12/9/20 14:45,Agree,Agree
12/7/20,Arizona,365843,353135,12708,1567,118,6950,6431,519,0,0,12/8/20 14:59,Agree,Agree
12/7/20,New Hampshire,25816,,,1045,280,566,,,2,0,12/8/20 14:59,Not agree,Not agree
12/7/20,California,1366435,,,24735,0,19935,,,59,0,12/8/20 14:59,Not agree,Not agree
12/7/20,South Carolina,239793,221576,18217,2272,135,4719,,,20,4,4/14/21 13:28,Agree,Not agree
12/7/20,Virginia,262730,229553,33177,3860,733,4260,3875,385,52,6,12/8/20 14:59,Agree,Agree
12/7/20,Minnesota,356152,,,5290,159,4064,3913,151,21,0,12/8/20 14:59,N/A,Agree
12/7/20,Louisiana,252136,,,1013,3,6607,6331,276,23,1,12/8/20 14:59,Not agree,Agree
12/7/20,Michigan,436400,404386,32014,9824,474,10422,9947,475,101,8,12/8/20 14:59,Agree,Agree
12/7/20,Montana,68591,68591,0,716,0,742,742,0,6,0,12/8/20 14:59,Agree,Agree
12/7/20,New Jersey,407202,,,4420,857,17336,15500,1836,15,0,12/7/20 0:00,Not agree,Agree
12/7/20,Oregon,85788,84068,1720,1292,0,1045,1030,15,12,0,12/8/20 14:59,Agree,Agree
12/7/20,Mississippi,167926,128635,39291,1732,1013,4017,3442,575,56,17,12/8/20 14:59,Agree,Agree
12/7/20,Missouri,366314,,,5898,955,4194,,,0,0,12/8/20 4:59,Not agree,Not agree
12/7/20,Alabama,272229,225789,46440,2352,478,3892,3465,427,3,0,12/8/20 14:59,Agree,Agree
12/7/20,Indiana,387278,,,5661,0,6284,5986,298,42,0,12/8/20 14:59,Not agree,Agree
12/7/20,Wyoming,36985,32196,4789,668,33,280,280,0,23,0,12/8/20 14:59,Agree,Agree
12/7/20,Idaho,111893,93956,17937,1383,441,1055,965,90,20,1,12/8/20 14:59,Agree,Agree
12/7/20,Maine,14051,12335,1716,277,39,239,237,2,12,0,12/8/20 14:59,Agree,Agree
12/7/20,Kentucky,202592,167377,35215,1960,276,2082,1980,102,10,0,12/8/20 14:59,Agree,Agree
12/7/20,Florida,1048264,,,7537,1851,19282,,,105,6,12/8/20 14:59,Not agree,Not agree
12/7/20,Georgia,506690,448683,58007,5285,424,9851,9007,844,45,9,12/8/20 14:59,Agree,Agree
12/7/20,Arkansas,172042,,,1118,114,2713,,,53,5,12/8/20 14:59,Not agree,Not agree
12/7/20,Utah,217638,217638,0,2231,0,949,931,18,10,0,12/8/20 14:59,Agree,Agree
12/7/20,South Dakota,86500,,,509,50,1110,928,182,0,0,12/8/20 14:59,N/A,Agree
12/7/20,Massachusetts,259918,250022,9896,2463,0,11001,10793,208,30,0,12/8/20 14:59,Agree,Agree
12/7/20,Iowa,245285,,,963,276,2718,,,35,0,12/8/20 14:59,Not agree,Not agree
12/7/20,New York,379358,,,4537,0,10382,,,63,0,12/8/20 14:59,Not agree,Not agree
12/7/20,Colorado,264618,253489,11129,4037,60,3358,2841,517,2,0,12/8/20 14:59,Agree,Agree
12/7/20,New Mexico,109947,,,1859,0,1756,,,7,0,12/8/20 14:59,N/A,Not agree
12/7/20,Pennsylvania,426444,394455,31989,6330,311,11373,,,42,30,12/8/20 14:59,Agree,Not agree
12/7/20,Oklahoma,241469,203851,37618,2007,561,3248,3006,242,49,10,12/8/20 0:00,Agree,Agree
12/7/20,Alaska,36196,,,476,0,145,,,3,0,12/8/20 14:59,N/A,N/A
12/7/20,Tennessee,408730,373537,35193,8136,932,5009,4544,465,66,13,12/8/20 14:59,Agree,Agree
12/7/20,Texas,1384804,,,9491,600,25583,,,228,0,12/8/20 0:00,Not agree,Not agree
12/7/20,Kansas,174025,149082,24943,5730,933,1856,,,70,21,12/8/20 14:59,Agree,N/A
12/7/20,Ohio,484297,458993,25304,9273,247,7022,6544,478,63,7,12/8/20 14:59,Agree,Agree
12/7/20,West Virginia,56128,47242,8886,1131,215,841,,,3,-3,12/8/20 14:59,Agree,Not agree
12/7/20,Hawaii,18344,,,78,0,260,,,0,0,12/8/20 14:59,Not agree,Not agree
12/7/20,Illinois,796264,796264,0,8691,0,14216,13343,873,100,12,12/8/20 14:59,Agree,Agree
12/7/20,Wisconsin,443389,414332,29057,2322,167,3973,3738,235,21,2,12/8/20 14:59,Agree,Agree
12/7/20,North Dakota,83817,83817,0,475,0,1064,,,42,0,12/8/20 14:59,Agree,Not agree
12/7/20,Maryland,219961,,,2632,0,4916,4755,161,51,1,12/8/20 14:59,N/A,Agree
12/7/20,North Carolina,399362,373684,25678,4372,226,5560,5364,196,17,0,12/8/20 14:59,Agree,Agree
12/7/20,Vermont,5080,,,65,5,81,,,2,0,12/8/20 14:59,Not agree,Not agree
12/7/20,Rhode Island,67522,,,1269,0,1522,,,24,0,12/8/20 14:59,Not agree,N/A
12/7/20,Nebraska,141127,,,1293,0,1236,,,31,0,12/8/20 14:59,Not agree,Not agree
12/7/20,Washington,184404,,,6957,0,2941,,,16,0,12/8/20 14:59,N/A,N/A
12/7/20,Connecticut,135844,127411,8433,8129,302,5224,4212,1012,78,9,12/8/20 14:59,Agree,Agree
12/7/20,Nevada,170587,,,2448,0,2319,,,4,0,12/8/20 14:59,,
12/7/20,Delaware,40711,39160,1551,799,1,793,698,95,0,0,12/8/20 14:59,Agree,Agree
12/6/20,Rhode Island,66253,,,963,0,1498,,,15,0,12/7/20 14:38,Not agree,N/A
12/6/20,Mississippi,166194,127916,38278,1263,667,3961,3403,558,0,0,12/7/20 14:38,Agree,Agree
12/6/20,Alabama,269877,223915,45962,2288,177,3889,3462,427,12,4,12/7/20 14:38,Agree,Agree
12/6/20,Maryland,217329,,,2302,0,4865,4705,160,19,-1,12/7/20 14:38,N/A,Agree
12/6/20,Idaho,110510,93014,17496,805,151,1035,946,89,3,1,12/7/20 14:38,Agree,Agree
12/6/20,Wyoming,36317,31561,4756,376,65,257,257,0,0,0,12/7/20 14:38,Agree,Agree
12/6/20,Michigan,426576,395036,31540,0,0,10321,9854,467,0,0,12/7/20 14:38,Agree,Agree
12/6/20,California,1341700,,,30075,0,19876,,,85,0,12/7/20 14:38,Not agree,Not agree
12/6/20,North Carolina,394990,369538,25452,6438,598,5543,5347,196,27,3,12/7/20 14:38,Agree,Agree
12/6/20,Louisiana,251123,,,3946,556,6584,6309,275,36,1,12/7/20 14:38,Not agree,Agree
12/6/20,Virginia,258870,226426,32444,3817,770,4208,3829,379,8,1,12/7/20 14:38,Agree,Agree
12/6/20,Oregon,84496,82776,1720,1253,0,1033,1018,15,6,0,12/7/20 14:38,Agree,Agree
12/6/20,Connecticut,127715,119584,8131,0,0,5146,4143,1003,0,0,12/7/20 14:38,Agree,Agree
12/6/20,Illinois,787573,787573,0,7598,0,14116,13255,861,99,23,12/7/20 14:38,Agree,Agree
12/6/20,Indiana,381617,,,6598,0,6242,5944,298,35,1,12/7/20 14:38,Not agree,Agree
12/6/20,Arkansas,170924,,,1542,82,2660,,,40,5,12/7/20 14:38,Not agree,Not agree
12/6/20,Tennessee,400594,366333,34261,3072,716,4943,4491,452,38,9,12/7/20 14:38,Agree,Agree
12/6/20,Colorado,260581,249512,11069,3234,55,3356,2839,517,-1,0,12/7/20 14:38,Agree,Agree
12/6/20,Hawaii,18266,,,97,0,260,,,1,0,12/7/20 14:38,Not agree,Not agree
12/6/20,Florida,1040727,,,8175,1937,19177,,,93,4,12/7/20 14:38,Not agree,Not agree
12/6/20,Georgia,501405,443822,57583,2034,229,9806,8971,835,13,11,12/7/20 14:38,Agree,Agree
12/6/20,Pennsylvania,420114,388436,31678,8630,387,11331,,,69,52,12/7/20 14:38,Agree,Not agree
12/6/20,Iowa,244322,,,2110,608,2683,,,16,0,12/7/20 14:38,Not agree,Not agree
12/6/20,South Dakota,85991,,,687,64,1110,928,182,19,5,12/7/20 14:38,N/A,Agree
12/6/20,Alaska,35720,,,757,0,142,,,0,0,12/7/20 14:38,N/A,N/A
12/6/20,Massachusetts,257455,247559,9896,4747,0,10971,10763,208,48,0,12/7/20 14:38,Agree,Agree
12/6/20,Kansas,168295,144285,24010,-91,-91,1786,,,0,0,12/7/20 14:38,Agree,N/A
12/6/20,New York,374821,,,6575,0,10319,,,45,0,12/7/20 14:38,Not agree,Not agree
12/6/20,Texas,1375313,,,10380,1807,25355,,,175,0,12/7/20 0:00,Not agree,Not agree
12/6/20,West Virginia,54997,46326,8671,1425,352,838,,,9,3,12/7/20 14:38,Agree,Not agree
12/6/20,New Mexico,108088,,,1232,0,1749,,,11,0,12/7/20 14:38,N/A,Not agree
12/6/20,Ohio,475024,449967,25057,7592,84,6959,6488,471,13,0,12/7/20 14:38,Agree,Agree
12/6/20,Utah,215407,215407,0,2563,0,939,921,18,0,0,12/7/20 14:38,Agree,Agree
12/6/20,Oklahoma,239462,202405,37057,2013,567,3199,2967,232,55,7,12/7/20 0:00,Agree,Agree
12/6/20,Nebraska,139834,,,1266,0,1205,,,11,0,12/7/20 14:38,Not agree,Not agree
12/6/20,New Hampshire,24771,,,633,243,564,,,5,0,12/7/20 14:38,Not agree,Not agree
12/6/20,Maine,13774,12097,1677,425,130,227,225,2,0,0,12/7/20 14:38,Agree,Agree
12/6/20,Wisconsin,441067,412177,28890,3149,358,3952,3719,233,18,1,12/7/20 14:38,Agree,Agree
12/6/20,Kentucky,200632,165693,34939,2567,336,2072,1970,102,10,0,12/7/20 14:38,Agree,Agree
12/6/20,Vermont,5015,,,121,2,79,,,0,0,12/7/20 14:38,Not agree,Not agree
12/6/20,Minnesota,350862,,,5581,231,4043,3892,151,64,1,12/7/20 14:38,N/A,Agree
12/6/20,North Dakota,83342,83342,0,361,0,1022,,,9,0,12/7/20 14:38,Agree,Not agree
12/6/20,Missouri,360416,,,1776,347,4194,,,13,0,12/7/20 4:38,Not agree,Not agree
12/6/20,Montana,67875,67875,0,806,0,736,736,0,2,0,12/7/20 14:38,Agree,Agree
12/6/20,South Carolina,237521,219439,18082,2628,166,4699,,,34,10,4/14/21 13:28,Agree,Not agree
12/6/20,Delaware,39912,38362,1550,816,109,793,698,95,11,1,12/7/20 14:38,Agree,Agree
12/6/20,New Jersey,402782,,,6602,572,17321,15485,1836,15,0,12/6/20 0:00,Not agree,Agree
12/6/20,Nevada,168139,,,2511,0,2315,,,14,0,12/7/20 14:38,,
12/6/20,Arizona,364276,351686,12590,5376,451,6950,6431,519,25,0,12/7/20 14:38,Agree,Agree
12/6/20,Washington,177447,,,1654,0,2925,,,0,0,12/7/20 14:38,N/A,N/A
12/5/20,Kentucky,198065,163462,34603,3872,576,2062,1960,102,23,4,12/6/20 14:51,Agree,Agree
12/5/20,Mississippi,164931,127320,37611,1473,904,3961,3403,558,12,4,12/6/20 14:51,Agree,Agree
12/5/20,Wisconsin,437918,409386,28532,5711,880,3934,3702,232,92,15,12/6/20 14:51,Agree,Agree
12/5/20,Indiana,375019,,,7690,0,6207,5910,297,85,7,12/6/20 14:51,Not agree,Agree
12/5/20,South Carolina,234893,216977,17916,2991,380,4665,,,30,5,4/14/21 13:28,Agree,Not agree
12/5/20,Louisiana,247177,,,0,0,6548,6274,274,0,0,12/6/20 14:51,Not agree,Agree
12/5/20,Connecticut,127715,119584,8131,0,0,5146,4143,1003,0,0,12/6/20 14:51,Agree,Agree
12/5/20,Maryland,215027,,,2643,0,4846,4685,161,26,0,12/6/20 14:51,N/A,Agree
12/5/20,Oregon,83243,81523,1720,1806,0,1027,1012,15,24,0,12/6/20 14:51,Agree,Agree
12/5/20,Michigan,426576,395036,31540,6308,304,10321,9854,467,204,11,12/6/20 14:51,Agree,Agree
12/5/20,Virginia,255053,223379,31674,3880,1011,4200,3822,378,3,0,12/6/20 14:51,Agree,Agree
12/5/20,Montana,67069,67069,0,633,0,734,734,0,7,0,12/6/20 14:51,Agree,Agree
12/5/20,Utah,212844,212844,0,3674,0,939,921,18,14,0,12/6/20 14:51,Agree,Agree
12/5/20,Alaska,34963,,,922,0,142,,,1,0,12/6/20 14:51,N/A,N/A
12/5/20,Texas,1364933,,,14391,2453,25180,,,191,0,12/6/20 0:00,Not agree,Not agree
12/5/20,Colorado,257347,246333,11014,5125,217,3357,2840,517,19,10,12/6/20 14:51,Agree,Agree
12/5/20,West Virginia,53572,45253,8319,1400,205,829,,,30,0,12/6/20 14:51,Agree,Not agree
12/5/20,Pennsylvania,411484,380193,31291,12884,2202,11262,,,149,97,12/6/20 14:51,Agree,Not agree
12/5/20,Tennessee,397522,363977,33545,4914,1138,4905,4462,443,29,6,12/6/20 14:51,Agree,Agree
12/5/20,Ohio,467432,442459,24973,10469,334,6946,6475,471,64,20,12/6/20 14:51,Agree,Agree
12/5/20,South Dakota,85304,,,906,147,1091,914,177,27,6,12/6/20 14:51,N/A,Agree
12/5/20,New York,368246,,,7532,0,10274,,,57,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Arkansas,169382,,,2245,444,2620,,,34,2,12/6/20 14:51,Not agree,Not agree
12/5/20,New Mexico,106856,,,1921,0,1738,,,32,0,12/6/20 14:51,N/A,Not agree
12/5/20,Iowa,242212,,,1891,250,2667,,,62,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Hawaii,18169,,,111,0,259,,,5,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Oklahoma,237449,200959,36490,2949,740,3144,2919,225,51,9,12/6/20 0:00,Agree,Agree
12/5/20,Georgia,499371,442017,57354,5017,1300,9793,8969,824,68,21,12/6/20 14:51,Agree,Agree
12/5/20,Massachusetts,252708,242812,9896,5356,0,10923,10715,208,41,0,12/6/20 14:51,Agree,Agree
12/5/20,Florida,1032552,,,10198,2514,19084,,,90,8,12/6/20 14:51,Not agree,Not agree
12/5/20,Kansas,168386,144285,24101,91,1508,1786,,,0,13,12/6/20 14:51,Agree,N/A
12/5/20,Illinois,779975,779975,0,9887,0,14017,13179,838,235,30,12/6/20 14:51,Agree,Agree
12/5/20,North Carolina,388552,363698,24854,6018,787,5516,5323,193,49,5,12/6/20 14:51,Agree,Agree
12/5/20,Wyoming,35941,31250,4691,204,1,257,257,0,0,0,12/6/20 14:51,Agree,Agree
12/5/20,Vermont,4894,,,131,3,79,,,2,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Arizona,358900,346761,12139,6799,505,6925,6406,519,40,4,12/6/20 14:51,Agree,Agree
12/5/20,Minnesota,345281,,,6308,394,3979,3829,150,75,5,12/6/20 14:51,N/A,Agree
12/5/20,Idaho,109705,92360,17345,1339,222,1032,944,88,0,-1,12/6/20 14:51,Agree,Agree
12/5/20,Alabama,267589,221804,45785,3390,655,3877,3454,423,46,3,12/6/20 14:51,Agree,Agree
12/5/20,New Hampshire,24138,,,448,85,559,,,7,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Missouri,358640,,,2109,274,4181,,,59,0,12/6/20 4:51,Not agree,Not agree
12/5/20,Nevada,165628,,,3194,0,2301,,,29,0,12/6/20 14:51,,
12/5/20,Maine,13349,11802,1547,222,60,227,225,2,0,0,12/6/20 14:51,Agree,Agree
12/5/20,Delaware,39096,37655,1441,698,29,782,688,94,0,0,12/6/20 14:51,Agree,Agree
12/5/20,Rhode Island,65290,,,1098,0,1483,,,16,0,12/6/20 14:51,Not agree,N/A
12/5/20,New Jersey,396180,,,5924,600,17306,15470,1836,51,0,12/5/20 0:00,Not agree,Agree
12/5/20,North Dakota,82981,82981,0,477,0,1013,,,6,0,12/6/20 14:51,Agree,Not agree
12/5/20,California,1311625,,,25068,0,19791,,,209,0,12/6/20 14:51,Not agree,Not agree
12/5/20,Washington,175793,,,1503,0,2925,,,0,0,12/6/20 14:51,N/A,N/A
12/5/20,Nebraska,138568,,,2243,0,1194,,,8,0,12/6/20 14:51,Not agree,Not agree
12/4/20,Rhode Island,64192,,,1500,0,1467,,,12,0,12/5/20 14:29,Not agree,N/A
12/4/20,Alabama,264199,219069,45130,3840,709,3831,3411,420,55,19,12/5/20 14:29,Agree,Agree
12/4/20,Nevada,162434,,,2902,0,2272,,,23,0,12/5/20 14:29,,
12/4/20,New Hampshire,23690,,,765,272,552,,,8,1,12/5/20 14:29,Not agree,Not agree
12/4/20,Virginia,251173,220510,30663,3793,871,4197,3819,378,37,23,12/5/20 14:29,Agree,Agree
12/4/20,Missouri,356531,,,4190,616,4122,,,0,0,12/5/20 4:29,Not agree,Not agree
12/4/20,North Carolina,382534,358467,24067,5303,802,5467,5279,188,57,9,12/5/20 14:29,Agree,Agree
12/4/20,North Dakota,82504,82504,0,555,0,1007,,,18,0,12/5/20 14:29,Agree,Not agree
12/4/20,Kentucky,194193,160166,34027,3592,745,2039,1941,98,25,6,12/5/20 14:29,Agree,Agree
12/4/20,Michigan,420268,389032,31236,9425,736,10117,9661,456,82,1,12/5/20 14:29,Agree,Agree
12/4/20,Indiana,367329,,,7899,0,6122,5832,290,89,5,12/5/20 14:29,Not agree,Agree
12/4/20,Minnesota,338973,,,5347,272,3904,3759,145,61,3,12/5/20 14:29,N/A,Agree
12/4/20,Nebraska,136325,,,1615,0,1186,,,27,0,12/5/20 14:29,Not agree,Not agree
12/4/20,Delaware,38398,36986,1412,942,7,782,688,94,3,0,12/5/20 14:29,Agree,Agree
12/4/20,Arizona,352101,340467,11634,5680,461,6885,6370,515,64,4,12/5/20 14:29,Agree,Agree
12/4/20,California,1286557,,,22018,0,19582,,,145,0,12/5/20 14:29,Not agree,Not agree
12/4/20,New Mexico,104935,,,2073,0,1706,,,33,0,12/5/20 14:29,N/A,Not agree
12/4/20,Alaska,34041,,,750,0,141,,,12,0,12/5/20 14:29,N/A,N/A
12/4/20,New York,360714,,,7674,0,10217,,,45,0,12/5/20 14:29,Not agree,Not agree
12/4/20,West Virginia,52172,44058,8114,1147,186,799,,,10,2,12/5/20 14:29,Agree,Not agree
12/4/20,Iowa,240321,,,634,289,2605,,,2,0,12/5/20 14:29,Not agree,Not agree
12/4/20,Hawaii,18058,,,100,0,254,,,10,0,12/5/20 14:29,Not agree,Not agree
12/4/20,Georgia,494354,438300,56054,6376,1429,9725,8922,803,77,34,12/5/20 14:29,Agree,Agree
12/4/20,Colorado,252222,241425,10797,5013,109,3338,2831,507,18,6,12/5/20 14:29,Agree,Agree
12/4/20,South Dakota,84398,,,1050,158,1064,893,171,31,9,12/5/20 14:29,N/A,Agree
12/4/20,Kansas,168295,145702,22593,6234,0,1786,,,107,0,12/5/20 14:29,Agree,N/A
12/4/20,Tennessee,392608,360201,32407,4356,703,4876,4439,437,95,15,12/5/20 14:29,Agree,Agree
12/4/20,Arkansas,167137,,,2827,639,2586,,,31,4,12/5/20 14:29,Not agree,Not agree
12/4/20,Utah,209170,209170,0,3005,0,925,907,18,8,0,12/5/20 14:29,Agree,Agree
12/4/20,Ohio,456963,432324,24639,10114,638,6882,6431,451,129,2,12/5/20 14:29,Agree,Agree
12/4/20,Florida,1022354,,,9898,2375,18994,,,120,7,12/5/20 14:29,Not agree,Not agree
12/4/20,Texas,1350542,,,16796,3097,24989,,,225,0,12/5/20 0:00,Not agree,Not agree
12/4/20,Massachusetts,247352,237456,9896,5192,0,10882,10674,208,37,0,12/5/20 14:29,Agree,Agree
12/4/20,Pennsylvania,398600,369511,29089,11763,877,11113,,,169,-106,12/5/20 14:29,Agree,Not agree
12/4/20,Oklahoma,234500,198750,35750,3238,773,3093,2877,216,67,11,12/5/20 0:00,Agree,Agree
12/4/20,Connecticut,127715,119584,8131,1538,145,5146,4143,1003,35,4,12/5/20 14:29,Agree,Agree
12/4/20,Washington,174290,,,1853,0,2925,,,25,0,12/5/20 14:29,N/A,N/A
12/4/20,Illinois,770088,770088,0,10526,0,13782,12974,808,157,13,12/5/20 14:29,Agree,Agree
12/4/20,New Jersey,390256,,,6386,723,17255,15419,1836,46,0,12/4/20 0:00,Not agree,Agree
12/4/20,Oregon,81437,79717,1720,2144,0,1003,988,15,30,0,12/5/20 14:29,Agree,Agree
12/4/20,Mississippi,163458,126751,36707,1942,1056,3949,3395,554,33,17,12/5/20 14:29,Agree,Agree
12/4/20,Wisconsin,432207,404555,27652,5673,826,3842,3625,217,69,6,12/5/20 14:29,Agree,Agree
12/4/20,Maryland,212384,,,3193,0,4820,4659,161,30,1,12/5/20 14:29,N/A,Agree
12/4/20,Wyoming,35737,31047,4690,659,130,257,257,0,0,0,12/5/20 14:29,Agree,Agree
12/4/20,Louisiana,247177,,,3099,649,6548,6274,274,24,2,12/5/20 14:29,Not agree,Agree
12/4/20,South Carolina,231902,214366,17536,3100,326,4635,,,21,2,4/14/21 13:28,Agree,Not agree
12/4/20,Idaho,108366,91243,17123,1911,407,1032,943,89,18,2,12/5/20 14:29,Agree,Agree
12/4/20,Vermont,4763,,,121,1,77,,,2,0,12/5/20 14:29,Not agree,Not agree
12/4/20,Maine,13127,11640,1487,282,33,227,225,2,3,0,12/5/20 14:29,Agree,Agree
12/4/20,Montana,66436,66436,0,1314,0,727,727,0,5,0,12/5/20 14:29,Agree,Agree
12/3/20,Missouri,352341,,,4543,701,4122,,,79,0,12/4/20 5:00,Not agree,Not agree
12/3/20,Delaware,37456,36051,1405,758,7,779,685,94,0,0,12/4/20 15:00,Agree,Agree
12/3/20,North Dakota,81949,81949,0,844,0,989,,,12,0,12/4/20 15:00,Agree,Not agree
12/3/20,Montana,65122,65122,0,782,0,722,722,0,9,0,12/4/20 15:00,Agree,Agree
12/3/20,South Carolina,228802,211592,17210,3070,446,4614,,,34,2,4/14/21 13:28,Agree,Not agree
12/3/20,Minnesota,333626,,,6149,386,3843,3701,142,92,4,12/4/20 15:00,N/A,Agree
12/3/20,Michigan,410843,380343,30500,7957,811,10035,9580,455,193,18,12/4/20 15:00,Agree,Agree
12/3/20,Mississippi,161516,125865,35651,2480,1308,3916,3379,537,37,19,12/4/20 15:00,Agree,Agree
12/3/20,North Carolina,377231,353966,23265,5637,951,5410,5231,179,44,5,12/4/20 15:00,Agree,Agree
12/3/20,Kentucky,190601,157319,33282,3836,777,2014,1922,92,34,21,12/4/20 15:00,Agree,Agree
12/3/20,Rhode Island,62692,,,1609,0,1455,,,12,0,12/4/20 15:00,Not agree,N/A
12/3/20,Oregon,79293,77573,1720,1133,0,973,958,15,20,0,12/4/20 15:00,Agree,Agree
12/3/20,Alabama,260359,215938,44421,3531,765,3776,3375,401,65,16,12/4/20 15:00,Agree,Agree
12/3/20,Washington,172437,,,2095,0,2900,,,50,0,12/4/20 15:00,N/A,N/A
12/3/20,New York,353040,,,6548,0,10172,,,55,0,12/4/20 15:00,Not agree,Not agree
12/3/20,South Dakota,83348,,,1145,322,1033,871,162,38,14,12/4/20 15:00,N/A,Agree
12/3/20,Texas,1333746,,,17552,3113,24764,,,195,0,12/4/20 0:00,Not agree,Not agree
12/3/20,Arkansas,164310,,,2789,772,2555,,,33,2,12/4/20 15:00,Not agree,Not agree
12/3/20,Massachusetts,242160,232264,9896,6477,0,10845,10637,208,49,0,12/4/20 15:00,Agree,Agree
12/3/20,New Mexico,102862,,,1899,0,1673,,,44,0,12/4/20 15:00,N/A,Not agree
12/3/20,Kansas,162061,139468,22593,0,0,1679,,,0,0,12/4/20 15:00,Agree,N/A
12/3/20,Ohio,446849,422848,24001,8921,288,6753,6304,449,82,2,12/4/20 15:00,Agree,Agree
12/3/20,Georgia,487978,433353,54625,5839,1466,9648,8879,769,81,32,12/4/20 15:00,Agree,Agree
12/3/20,Florida,1012456,,,10656,6582,18874,,,98,9,12/4/20 15:00,Not agree,Not agree
12/3/20,Alaska,33291,,,760,0,129,,,8,0,12/4/20 15:00,N/A,N/A
12/3/20,Tennessee,388252,356548,31704,3967,590,4781,4359,422,93,16,12/4/20 15:00,Agree,Agree
12/3/20,West Virginia,51025,43097,7928,1120,292,789,,,11,2,12/4/20 15:00,Agree,Not agree
12/3/20,Pennsylvania,386837,358625,28212,11406,824,10944,,,187,-237,12/4/20 15:00,Agree,Not agree
12/3/20,Iowa,239687,,,4877,751,2603,,,154,0,12/4/20 15:00,Not agree,Not agree
12/3/20,Utah,206165,206165,0,3945,0,917,899,18,11,1,12/4/20 15:00,Agree,Agree
12/3/20,Colorado,247209,236521,10688,6037,221,3320,2819,501,127,8,12/4/20 15:00,Agree,Agree
12/3/20,Oklahoma,231262,196285,34977,3286,789,3026,2821,205,54,6,12/4/20 0:00,Agree,Agree
12/3/20,Hawaii,17958,,,139,0,244,,,2,0,12/4/20 15:00,Not agree,Not agree
12/3/20,California,1264539,,,18591,0,19437,,,113,0,12/4/20 15:00,Not agree,Not agree
12/3/20,New Jersey,383870,,,5563,770,17209,15373,1836,64,0,12/3/20 0:00,Not agree,Agree
12/3/20,Connecticut,126177,118191,7986,4751,28,5111,4112,999,20,-4,12/4/20 15:00,Agree,Agree
12/3/20,Wisconsin,426534,399708,26826,5604,986,3773,3562,211,70,10,12/4/20 15:00,Agree,Agree
12/3/20,Nevada,159532,,,2536,0,2249,,,48,0,12/4/20 15:00,,
12/3/20,Nebraska,134710,,,2180,0,1159,,,31,0,12/4/20 15:00,Not agree,Not agree
12/3/20,Louisiana,244078,,,2743,494,6524,6252,272,23,2,12/4/20 15:00,Not agree,Agree
12/3/20,Virginia,247380,217588,29792,2877,1057,4160,3805,355,13,6,12/4/20 15:00,Agree,Agree
12/3/20,Maryland,209191,,,3792,0,4790,4630,160,26,2,12/4/20 15:00,N/A,Agree
12/3/20,Arizona,346421,335248,11173,5442,511,6821,6310,511,82,9,12/4/20 15:00,Agree,Agree
12/3/20,Idaho,106455,89739,16716,1721,407,1014,927,87,23,1,12/4/20 15:00,Agree,Agree
12/3/20,New Hampshire,22925,,,593,148,544,,,7,0,12/4/20 15:00,Not agree,Not agree
12/3/20,Wyoming,35078,30518,4560,571,19,257,257,0,27,0,12/4/20 15:00,Agree,Agree
12/3/20,Indiana,359430,,,8460,0,6033,5748,285,60,0,12/4/20 15:00,Not agree,Agree
12/3/20,Vermont,4642,,,181,1,75,,,1,0,12/4/20 15:00,Not agree,Not agree
12/3/20,Maine,12845,11391,1454,287,50,224,222,2,4,0,12/4/20 15:00,Agree,Agree
12/3/20,Illinois,759562,759562,0,10959,0,13625,12830,795,228,37,12/4/20 15:00,Agree,Agree
12/2/20,Wisconsin,420930,395090,25840,4565,788,3703,3502,201,92,10,12/3/20 15:21,Agree,Agree
12/2/20,Nevada,156996,,,2129,0,2201,,,35,0,12/3/20 15:21,,
12/2/20,Illinois,748603,748603,0,9757,0,13397,12639,758,266,30,12/3/20 15:21,Agree,Agree
12/2/20,New Jersey,378307,,,5061,765,17145,15309,1836,62,7,12/2/20 0:00,Not agree,Agree
12/2/20,Rhode Island,61083,,,1471,0,1443,,,14,0,12/3/20 15:21,Not agree,N/A
12/2/20,Oregon,78160,76440,1720,1506,0,953,938,15,17,0,12/3/20 15:21,Agree,Agree
12/2/20,North Carolina,371594,349280,22314,4199,825,5366,5192,174,82,13,12/3/20 15:21,Agree,Agree
12/2/20,Missouri,347798,,,4600,618,4043,,,37,0,12/3/20 5:21,Not agree,Not agree
12/2/20,Minnesota,327477,,,5165,252,3751,3613,138,77,7,12/3/20 15:21,N/A,Agree
12/2/20,Kentucky,186765,154260,32505,3597,865,1980,1909,71,37,2,12/3/20 15:21,Agree,Agree
12/2/20,California,1245948,,,20759,0,19324,,,113,0,12/3/20 15:21,Not agree,Not agree
12/2/20,Vermont,4461,,,222,124,74,,,2,0,12/3/20 15:21,Not agree,Not agree
