submission_date,STATE,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
9/9/20,Delaware,18308,17317,991,0,0,609,537,72,0,0,9/10/20 14:02,Agree,Agree
9/9/20,New Jersey,198924,,,389,66,16009,14220,1789,13,6,9/9/20 0:00,Not agree,Agree
9/9/20,Wyoming,4151,3520,631,48,11,42,42,0,0,0,9/10/20 14:02,Agree,Agree
9/9/20,Colorado,59920,55866,4054,246,22,1977,1627,350,4,0,9/10/20 14:02,Agree,Agree
9/9/20,Massachusetts,131292,121396,9896,182,0,9145,8937,208,4,0,9/10/20 14:02,Agree,Agree
9/9/20,Alaska,5896,,,63,0,42,,,0,0,9/10/20 14:02,N/A,N/A
9/9/20,Tennessee,166587,162028,4559,833,149,1931,1875,56,35,3,9/10/20 14:02,Agree,Agree
9/9/20,New York,204507,,,363,0,8976,,,2,0,9/10/20 14:02,Not agree,Not agree
9/9/20,Kansas,47410,45793,1617,496,55,495,,,10,0,9/10/20 14:02,Agree,N/A
9/9/20,Texas,645791,,,4000,0,15516,,,86,0,9/10/20 0:00,Not agree,Not agree
9/9/20,Oklahoma,71394,70149,1245,1354,203,1115,1107,8,8,0,9/10/20 0:00,Agree,Agree
9/9/20,Hawaii,10253,,,167,0,91,,,3,0,9/10/20 10:02,Not agree,Not agree
9/9/20,Ohio,132965,126046,6919,973,71,4324,4034,290,26,1,9/10/20 14:02,Agree,Agree
9/9/20,Pennsylvania,141290,137241,4049,931,35,7805,,,14,-24,9/10/20 14:02,Agree,Not agree
9/9/20,Arkansas,67255,,,498,113,928,,,11,0,9/10/20 14:02,Not agree,Not agree
9/9/20,Iowa,71265,,,400,36,1194,,,15,0,9/10/20 14:02,Not agree,Not agree
9/9/20,South Dakota,15571,,,168,0,173,171,2,0,0,9/10/20 14:02,N/A,Agree
9/9/20,Georgia,299621,285388,14233,2192,232,6128,6128,0,58,0,9/10/20 10:02,Agree,Agree
9/9/20,Utah,56401,55924,477,383,-5,426,426,0,-1,0,9/10/20 14:02,Agree,Agree
9/9/20,New Mexico,26268,,,87,0,813,,,6,2,9/10/20 14:02,N/A,Not agree
9/9/20,West Virginia,11808,11564,244,147,31,254,,,4,0,9/10/20 14:02,Agree,Not agree
9/9/20,Florida,644781,,,2006,365,12115,,,200,5,9/10/20 14:02,Not agree,Not agree
9/9/20,Rhode Island,22539,,,105,0,1092,,,1,0,9/10/20 14:02,Not agree,N/A
9/9/20,Wisconsin,88590,83334,5256,913,56,1191,1183,8,15,0,9/10/20 14:02,Agree,Agree
9/9/20,Kentucky,53977,48599,5378,658,200,1013,1004,9,16,0,9/10/20 14:02,Agree,Agree
9/9/20,Maryland,114078,,,503,0,3824,3679,145,8,1,9/10/20 14:02,N/A,Agree
9/9/20,Connecticut,53871,51666,2205,89,17,4474,3589,885,0,0,9/10/20 14:02,Agree,Agree
9/9/20,North Carolina,182872,179532,3340,969,72,2958,2945,13,49,0,2/19/21 13:38,Agree,Agree
9/9/20,Idaho,34310,31688,2622,329,84,406,369,37,17,1,9/10/20 14:02,Agree,Agree
9/9/20,South Carolina,131617,127984,3633,436,44,3119,,,35,2,4/14/21 13:28,Agree,Not agree
9/9/20,Nevada,72503,,,155,1,1447,,,21,2,9/10/20 14:02,,
9/9/20,Montana,8659,8659,0,278,0,119,119,0,0,0,9/10/20 14:02,Agree,Agree
9/9/20,Washington,78009,,,464,0,1978,,,25,0,9/10/20 14:02,N/A,N/A
9/9/20,Maine,4761,4288,473,27,-3,134,133,1,0,0,9/10/20 14:02,Agree,Agree
9/9/20,Louisiana,155890,,,1561,39,5140,4970,170,22,7,9/10/20 14:02,Not agree,Agree
9/9/20,North Dakota,14443,14443,0,333,0,160,,,3,0,9/10/20 14:02,Agree,Not agree
9/8/20,Delaware,18308,17317,991,0,0,609,537,72,0,0,9/9/20 13:47,Agree,Agree
9/8/20,Rhode Island,22434,,,72,0,1091,,,2,0,9/9/20 13:47,Not agree,N/A
9/8/20,Nebraska,36477,,,502,0,406,,,2,0,9/9/20 13:47,Not agree,Not agree
9/8/20,Virginia,129289,123488,5801,882,105,2697,2564,133,11,0,9/9/20 13:47,Agree,Agree
9/8/20,California,737911,,,2676,0,13758,,,32,0,9/9/20 13:47,Not agree,Not agree
9/8/20,New Jersey,198535,,,346,69,15996,14213,1783,5,0,9/8/20 0:00,Not agree,Agree
9/8/20,Vermont,1654,,,3,0,58,,,0,0,9/9/20 13:47,Not agree,Not agree
9/8/20,Mississippi,87805,82943,4862,426,167,2623,2447,176,38,8,9/9/20 13:47,Agree,Agree
9/8/20,New Hampshire,7494,,,18,0,433,,,0,0,9/9/20 13:47,Not agree,Not agree
9/8/20,Michigan,118902,107812,11090,499,58,6811,6539,272,1,0,9/9/20 13:47,Agree,Agree
9/8/20,Maine,4734,4258,476,21,7,134,133,1,0,0,9/9/20 13:47,Agree,Agree
9/8/20,Colorado,59674,55642,4032,187,3,1973,1623,350,0,0,9/9/20 13:47,Agree,Agree
9/8/20,New Mexico,26181,,,37,0,807,,,0,0,9/9/20 13:47,N/A,Not agree
9/8/20,Oklahoma,70040,68998,1042,637,112,1107,1099,8,10,0,9/9/20 0:00,Agree,Agree
9/8/20,Pennsylvania,140359,136345,4014,496,13,7791,,,11,9,9/9/20 13:47,Agree,Not agree
9/8/20,Kansas,46914,45352,1562,0,0,485,,,0,0,9/9/20 13:47,Agree,N/A
9/8/20,Alaska,5833,,,35,0,42,,,0,0,9/9/20 13:47,N/A,N/A
9/8/20,Georgia,297429,283428,14001,1744,244,6070,6070,0,26,0,9/9/20 9:47,Agree,Agree
9/8/20,Florida,642775,,,1797,130,11915,,,44,0,9/9/20 13:47,Not agree,Not agree
9/8/20,South Dakota,15403,,,103,0,173,171,2,0,0,9/9/20 13:47,N/A,Agree
9/8/20,Ohio,131992,125144,6848,1434,93,4298,4009,289,39,2,9/9/20 13:47,Agree,Agree
9/8/20,New York,204144,,,335,0,8974,,,4,0,9/9/20 13:47,Not agree,Not agree
9/8/20,Arkansas,66757,,,477,183,917,,,9,0,9/9/20 13:47,Not agree,Not agree
9/8/20,West Virginia,11661,11448,213,86,6,250,,,3,0,9/9/20 13:47,Agree,Not agree
9/8/20,Massachusetts,131110,121214,9896,168,0,9141,8933,208,8,0,9/9/20 13:47,Agree,Agree
9/8/20,Texas,641791,,,1421,0,15430,,,73,0,9/9/20 0:00,Not agree,Not agree
9/8/20,Utah,56018,55536,482,275,12,427,427,0,4,0,9/9/20 13:47,Agree,Agree
9/8/20,Tennessee,165754,161344,4410,645,9,1896,1843,53,27,2,9/9/20 13:47,Agree,Agree
9/8/20,Iowa,70865,,,462,7,1179,,,11,0,9/9/20 13:47,Not agree,Not agree
9/8/20,Hawaii,10086,,,100,0,88,,,2,0,9/9/20 9:47,Not agree,Not agree
9/8/20,Alabama,133606,121879,11727,2,2,2277,2153,124,10,10,9/9/20 13:47,Agree,Agree
9/8/20,North Dakota,14110,14110,0,238,0,157,,,1,0,9/9/20 13:47,Agree,Not agree
9/8/20,Kentucky,53319,48141,5178,255,70,997,988,9,1,0,9/9/20 13:47,Agree,Agree
9/8/20,North Carolina,181903,178635,3268,833,117,2909,2896,13,12,1,2/19/21 13:38,Agree,Agree
9/8/20,Washington,77545,,,0,0,1953,,,0,0,9/9/20 13:47,N/A,N/A
9/8/20,Idaho,33981,31443,2538,240,42,389,353,36,4,0,9/9/20 13:47,Agree,Agree
9/8/20,Montana,8381,8381,0,2,0,119,119,0,1,0,9/9/20 13:47,Agree,Agree
9/8/20,Wisconsin,87677,82477,5200,749,32,1176,1168,8,0,0,9/9/20 13:47,Agree,Agree
9/8/20,Indiana,100780,,,386,0,3380,3156,224,12,0,9/9/20 13:47,Not agree,Agree
9/8/20,Connecticut,53782,51594,2188,417,44,4474,3589,885,6,0,9/9/20 13:47,Agree,Agree
9/8/20,Illinois,254281,252353,1928,1392,0,8405,8186,219,7,0,9/9/20 13:47,Agree,Agree
9/8/20,South Carolina,131181,127592,3589,450,43,3084,,,18,3,4/14/21 13:28,Agree,Not agree
9/8/20,Arizona,206045,204239,1806,81,-1,5221,4947,274,2,0,9/9/20 13:47,Agree,Agree
9/8/20,Louisiana,154329,,,256,0,5118,4955,163,13,0,9/9/20 13:47,Not agree,Agree
9/8/20,Maryland,113575,,,336,0,3816,3672,144,9,0,9/9/20 13:47,N/A,Agree
9/8/20,Oregon,28355,26988,1367,165,60,486,473,13,4,1,9/9/20 13:47,Agree,Agree
9/8/20,Wyoming,4103,3483,620,71,13,42,42,0,0,0,9/9/20 13:47,Agree,Agree
9/8/20,Nevada,72348,,,130,-7,1426,,,0,0,9/9/20 13:47,,
9/8/20,Minnesota,81868,,,260,0,1921,1869,52,7,0,9/9/20 13:47,N/A,Agree
9/8/20,Missouri,102029,,,2354,81,1661,,,2,0,9/9/20 5:47,Not agree,Not agree
9/7/20,Michigan,118403,107371,11032,1212,56,6810,6538,272,4,0,9/8/20 14:47,Agree,Agree
9/7/20,Maryland,113239,,,356,0,3807,3663,144,3,0,9/8/20 14:47,N/A,Agree
9/7/20,Wisconsin,86928,81760,5168,575,8,1176,1168,8,0,0,9/8/20 14:47,Agree,Agree
9/7/20,North Carolina,181070,177919,3151,1039,21,2897,2885,12,7,1,2/19/21 13:38,Agree,Agree
9/7/20,Montana,8379,8379,0,115,0,118,118,0,1,0,9/8/20 14:47,Agree,Agree
9/7/20,Vermont,1651,,,3,0,58,,,0,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Wyoming,4032,3425,607,0,0,42,42,0,0,0,9/8/20 14:47,Agree,Agree
9/7/20,New Jersey,198189,,,364,32,15991,14208,1783,2,0,9/7/20 0:00,Not agree,Agree
9/7/20,Mississippi,87379,82684,4695,249,22,2585,2417,168,0,0,9/8/20 14:47,Agree,Agree
9/7/20,Indiana,100394,,,590,0,3368,3144,224,4,0,9/8/20 14:47,Not agree,Agree
9/7/20,Arizona,205964,204157,1807,198,10,5219,4945,274,-2,0,9/8/20 14:47,Agree,Agree
9/7/20,Kentucky,53064,47956,5108,290,75,996,987,9,0,0,9/8/20 14:47,Agree,Agree
9/7/20,West Virginia,11575,11368,207,163,9,247,,,1,0,9/8/20 14:47,Agree,Not agree
9/7/20,Iowa,70403,,,393,0,1168,,,3,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Oklahoma,69403,68473,930,561,121,1097,1089,8,12,0,9/8/20 0:00,Agree,Agree
9/7/20,Massachusetts,130942,121046,9896,319,97,9133,8925,208,-19,-27,9/8/20 14:47,Agree,Agree
9/7/20,Utah,55743,55273,470,396,1,423,423,0,2,0,9/8/20 14:47,Agree,Agree
9/7/20,South Dakota,15300,,,191,0,173,171,2,0,0,9/8/20 14:47,N/A,Agree
9/7/20,New Mexico,26144,,,37,0,807,,,4,0,9/8/20 14:47,N/A,Not agree
9/7/20,Colorado,59487,55458,4029,213,11,1973,1623,350,1,1,9/8/20 14:47,Agree,Agree
9/7/20,Texas,640370,,,2060,0,15357,,,68,0,9/8/20 0:00,Not agree,Not agree
9/7/20,Ohio,130558,123803,6755,0,0,4259,3972,287,0,0,9/8/20 14:47,Agree,Agree
9/7/20,Pennsylvania,139863,135862,4001,547,9,7780,,,20,18,9/8/20 14:47,Agree,Not agree
9/7/20,Hawaii,9986,,,66,0,86,,,1,0,9/8/20 10:47,Not agree,Not agree
9/7/20,Kansas,46914,45352,1562,1694,181,485,,,4,0,9/8/20 14:47,Agree,N/A
9/7/20,Tennessee,165109,160708,4401,983,70,1869,1818,51,4,0,9/8/20 14:47,Agree,Agree
9/7/20,New York,203809,,,317,0,8970,,,0,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Georgia,295685,281928,13757,798,203,6044,6044,0,7,0,9/8/20 10:47,Agree,Agree
9/7/20,Florida,640978,,,1812,64,11871,,,22,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Arkansas,66280,,,348,-2,908,,,14,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Alaska,5798,,,33,0,42,,,0,0,9/8/20 14:47,N/A,N/A
9/7/20,Alabama,133604,121879,11725,1290,226,2267,2153,114,-9,-10,9/8/20 14:47,Agree,Agree
9/7/20,South Carolina,130731,127185,3546,678,62,3066,,,16,2,4/14/21 13:28,Agree,Not agree
9/7/20,Louisiana,154073,,,309,0,5105,4942,163,12,0,9/8/20 14:47,Not agree,Agree
9/7/20,Rhode Island,22362,,,27,0,1089,,,1,0,9/8/20 14:47,Not agree,N/A
9/7/20,Minnesota,81608,,,383,0,1914,1862,52,2,0,9/8/20 14:47,N/A,Agree
9/7/20,Connecticut,53365,51221,2144,0,0,4468,3583,885,0,0,9/8/20 14:47,Agree,Agree
9/7/20,Delaware,18308,17317,991,59,1,609,537,72,0,0,9/8/20 14:47,Agree,Agree
9/7/20,North Dakota,13872,13872,0,71,0,156,,,0,0,9/8/20 14:47,Agree,Not agree
9/7/20,New Hampshire,7476,,,29,0,433,,,0,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Maine,4713,4244,469,12,-2,134,133,1,0,0,9/8/20 14:47,Agree,Agree
9/7/20,Nebraska,35975,,,89,0,404,,,0,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Virginia,128407,122711,5696,836,44,2686,2553,133,2,0,9/8/20 14:47,Agree,Agree
9/7/20,Oregon,28190,26883,1307,146,0,482,470,12,1,0,9/8/20 14:47,Agree,Agree
9/7/20,Missouri,99675,,,721,23,1659,,,1,0,9/8/20 6:47,Not agree,Not agree
9/7/20,Washington,77545,,,310,0,1953,,,0,0,9/8/20 14:47,N/A,N/A
9/7/20,California,735235,,,3091,0,13726,,,17,0,9/8/20 14:47,Not agree,Not agree
9/7/20,Idaho,33741,31245,2496,74,10,385,349,36,0,0,9/8/20 14:47,Agree,Agree
9/7/20,Nevada,72218,,,357,0,1426,,,4,0,9/8/20 14:47,,
9/7/20,Illinois,252889,250961,1928,1381,0,8398,8179,219,8,0,9/8/20 14:47,Agree,Agree
9/6/20,Rhode Island,22335,,,62,0,1088,,,1,0,9/7/20 13:37,Not agree,N/A
9/6/20,Nebraska,35886,,,81,0,404,,,0,0,9/7/20 13:37,Not agree,Not agree
9/6/20,Montana,8264,8264,0,100,0,117,117,0,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Missouri,98954,,,589,16,1658,,,19,0,9/7/20 5:37,Not agree,Not agree
9/6/20,Maryland,112883,,,764,0,3804,3660,144,5,0,9/7/20 13:37,N/A,Agree
9/6/20,Arizona,205766,203969,1797,250,3,5221,4947,274,14,0,9/7/20 13:37,Agree,Agree
9/6/20,Mississippi,87130,82457,4673,242,20,2585,2417,168,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Maine,4701,4230,471,19,-1,134,133,1,0,0,9/7/20 13:37,Agree,Agree
9/6/20,Louisiana,153764,,,1395,0,5093,4930,163,58,0,9/7/20 13:37,Not agree,Agree
9/6/20,Vermont,1648,,,1,0,58,,,0,0,9/7/20 13:37,Not agree,Not agree
9/6/20,Illinois,251508,249580,1928,1403,0,8390,8171,219,5,0,9/7/20 13:37,Agree,Agree
9/6/20,Michigan,117191,106215,10976,0,0,6806,6534,272,0,0,9/7/20 13:37,Agree,Agree
9/6/20,Georgia,294887,281333,13554,1679,34,6037,6037,0,60,0,9/7/20 9:37,Agree,Agree
9/6/20,Tennessee,164126,159795,4331,1764,39,1865,1814,51,3,-1,9/7/20 13:37,Agree,Agree
9/6/20,Hawaii,9920,,,104,0,85,,,1,0,9/7/20 9:37,Not agree,Not agree
9/6/20,West Virginia,11412,11214,198,123,2,246,,,3,0,9/7/20 13:37,Agree,Not agree
9/6/20,Ohio,130558,123803,6755,773,49,4259,3972,287,3,0,9/7/20 13:37,Agree,Agree
9/6/20,Arkansas,65932,,,706,19,894,,,12,0,9/7/20 13:37,Not agree,Not agree
9/6/20,South Dakota,15109,,,220,0,173,171,2,0,0,9/7/20 13:37,N/A,Agree
9/6/20,Utah,55347,54878,469,341,3,421,421,0,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Texas,638310,,,2995,0,15289,,,85,0,9/7/20 0:00,Not agree,Not agree
9/6/20,Colorado,59274,55256,4018,285,9,1972,1623,349,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Kansas,45220,43839,1381,0,0,481,,,0,0,9/7/20 13:37,Agree,N/A
9/6/20,Florida,639166,,,2513,158,11849,,,38,2,9/7/20 13:37,Not agree,Not agree
9/6/20,Pennsylvania,139316,135324,3992,691,10,7760,,,0,-3,9/7/20 13:37,Agree,Not agree
9/6/20,Oklahoma,68842,68033,809,580,160,1085,1077,8,12,0,9/7/20 0:00,Agree,Agree
9/6/20,Massachusetts,130623,120824,9799,370,0,9152,8917,235,36,26,9/7/20 13:37,Agree,Agree
9/6/20,New York,203492,,,434,0,8970,,,6,0,9/7/20 13:37,Not agree,Not agree
9/6/20,Alaska,5765,,,86,0,42,,,0,0,9/7/20 13:37,N/A,N/A
9/6/20,Iowa,70010,,,763,58,1165,,,4,0,9/7/20 13:37,Not agree,Not agree
9/6/20,New Mexico,26107,,,59,0,803,,,3,1,9/7/20 13:37,N/A,Not agree
9/6/20,North Carolina,180031,176901,3130,1099,13,2890,2879,11,1,1,2/19/21 13:38,Agree,Agree
9/6/20,Washington,77235,,,399,0,1953,,,0,0,9/7/20 13:37,N/A,N/A
9/6/20,Idaho,33667,31181,2486,190,8,385,349,36,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Virginia,127571,121919,5652,645,43,2684,2551,133,6,0,9/7/20 13:37,Agree,Agree
9/6/20,Alabama,132314,120815,11499,511,23,2276,2152,124,1,0,9/7/20 13:37,Agree,Agree
9/6/20,Minnesota,81225,,,638,0,1912,1860,52,3,0,9/7/20 13:37,N/A,Agree
9/6/20,South Carolina,130053,126569,3484,670,62,3050,,,27,3,4/14/21 13:28,Agree,Not agree
9/6/20,Wisconsin,86353,81193,5160,890,-3,1176,1168,8,0,0,9/7/20 13:37,Agree,Agree
9/6/20,North Dakota,13801,13801,0,170,0,156,,,0,0,9/7/20 13:37,Agree,Not agree
9/6/20,Delaware,18249,17259,990,206,0,609,537,72,0,0,9/7/20 13:37,Agree,Agree
9/6/20,New Hampshire,7447,,,23,0,433,,,1,0,9/7/20 13:37,Not agree,Not agree
9/6/20,Nevada,71861,,,508,0,1422,,,1,0,9/7/20 13:37,,
9/6/20,Indiana,99804,,,843,0,3364,3140,224,2,0,9/7/20 13:37,Not agree,Agree
9/6/20,Connecticut,53365,51221,2144,0,0,4468,3583,885,0,0,9/7/20 13:37,Agree,Agree
9/6/20,Kentucky,52774,47741,5033,1097,202,996,987,9,9,0,9/7/20 13:37,Agree,Agree
9/6/20,New Jersey,197825,,,339,28,15989,14206,1783,4,0,9/6/20 0:00,Not agree,Agree
9/6/20,Wyoming,4032,3425,607,26,-13,42,42,0,0,0,9/7/20 13:37,Agree,Agree
9/6/20,California,732144,,,4905,0,13709,,,66,0,9/7/20 13:37,Not agree,Not agree
9/6/20,Oregon,28044,26737,1307,188,0,481,469,12,1,0,9/7/20 13:37,Agree,Agree
9/5/20,Rhode Island,22273,,,37,0,1087,,,1,0,9/6/20 14:09,Not agree,N/A
9/5/20,Maryland,112119,,,512,0,3799,3655,144,3,0,9/6/20 14:09,N/A,Agree
9/5/20,Connecticut,53365,51221,2144,0,0,4468,3583,885,0,0,9/6/20 14:09,Agree,Agree
9/5/20,North Carolina,178932,175815,3117,1586,25,2889,2879,10,50,0,2/19/21 13:38,Agree,Agree
9/5/20,North Dakota,13631,13631,0,297,0,156,,,1,0,9/6/20 14:09,Agree,Not agree
9/5/20,Vermont,1647,,,5,0,58,,,0,0,9/6/20 14:09,Not agree,Not agree
9/5/20,New Jersey,197486,,,367,42,15985,14202,1783,7,0,9/5/20 0:00,Not agree,Agree
9/5/20,Arizona,205516,203722,1794,835,8,5207,4933,274,36,0,9/6/20 14:09,Agree,Agree
9/5/20,Wisconsin,85463,80300,5163,999,53,1176,1168,8,15,0,9/6/20 14:09,Agree,Agree
9/5/20,South Carolina,129383,125961,3422,1148,98,3023,,,23,2,4/14/21 13:28,Agree,Not agree
9/5/20,Maine,4682,4210,472,15,2,134,133,1,0,0,9/6/20 14:09,Agree,Agree
9/5/20,Illinois,250105,248177,1928,2806,0,8385,8166,219,23,0,9/6/20 14:09,Agree,Agree
9/5/20,Washington,76836,,,501,0,1953,,,0,0,9/6/20 14:09,N/A,N/A
9/5/20,Minnesota,80587,,,1621,0,1909,1857,52,10,0,9/6/20 14:09,N/A,Agree
9/5/20,Wyoming,4006,3386,620,17,4,42,42,0,0,0,9/6/20 14:09,Agree,Agree
9/5/20,New York,203058,,,522,0,8964,,,1,0,9/6/20 14:09,Not agree,Not agree
9/5/20,Ohio,129785,123079,6706,1341,27,4256,3969,287,8,1,9/6/20 14:09,Agree,Agree
9/5/20,Kansas,45220,43839,1381,0,-39,481,,,0,0,9/6/20 14:09,Agree,N/A
9/5/20,Pennsylvania,138625,134643,3982,963,51,7760,,,18,5,9/6/20 14:09,Agree,Not agree
9/5/20,Hawaii,9816,,,161,0,84,,,3,0,9/6/20 10:09,Not agree,Not agree
9/5/20,Alaska,5679,,,93,0,42,,,2,0,9/6/20 14:09,N/A,N/A
9/5/20,Tennessee,162362,158070,4292,1765,93,1862,1810,52,25,0,9/6/20 14:09,Agree,Agree
9/5/20,Massachusetts,130253,120454,9799,438,22,9116,8907,209,-10,-25,9/6/20 14:09,Agree,Agree
9/5/20,Oklahoma,68262,67613,649,915,157,1073,1065,8,10,0,9/6/20 0:00,Agree,Agree
9/5/20,Texas,635315,,,4486,0,15204,,,68,0,9/6/20 0:00,Not agree,Not agree
9/5/20,Iowa,69247,,,991,19,1161,,,20,0,9/6/20 14:09,Not agree,Not agree
9/5/20,Florida,636653,,,3593,377,11811,,,61,1,9/6/20 14:09,Not agree,Not agree
9/5/20,Colorado,58989,54980,4009,334,63,1971,1622,349,5,0,9/6/20 14:09,Agree,Agree
9/5/20,Arkansas,65226,,,548,33,882,,,9,0,9/6/20 14:09,Not agree,Not agree
9/5/20,West Virginia,11289,11093,196,252,5,243,,,0,0,9/6/20 14:09,Agree,Not agree
9/5/20,South Dakota,14889,,,293,0,173,171,2,3,0,9/6/20 14:09,N/A,Agree
9/5/20,Utah,55006,54540,466,360,0,420,420,0,0,0,9/6/20 14:09,Agree,Agree
9/5/20,New Mexico,26048,,,146,0,800,,,6,1,9/6/20 14:09,N/A,Not agree
9/5/20,Georgia,293208,279688,13520,2270,76,5977,5977,0,46,0,9/6/20 10:09,Agree,Agree
9/5/20,Virginia,126926,121317,5609,1199,73,2678,2545,133,1,0,9/6/20 14:09,Agree,Agree
9/5/20,New Hampshire,7424,,,56,0,432,,,0,0,9/6/20 14:09,Not agree,Not agree
9/5/20,Nevada,71353,,,390,0,1421,,,17,4,9/6/20 14:09,,
9/5/20,Indiana,98961,,,1077,0,3362,3138,224,12,1,9/6/20 14:09,Not agree,Agree
9/5/20,Kentucky,51677,46846,4831,0,0,987,978,9,0,0,9/6/20 14:09,Agree,Agree
9/5/20,Nebraska,35805,,,144,0,404,,,0,0,9/6/20 14:09,Not agree,Not agree
9/5/20,Idaho,33477,30999,2478,281,16,384,348,36,2,0,9/6/20 14:09,Agree,Agree
9/5/20,Montana,8164,8164,0,145,0,116,116,0,2,0,9/6/20 14:09,Agree,Agree
9/5/20,Oregon,27856,26549,1307,255,0,480,468,12,5,0,9/6/20 14:09,Agree,Agree
9/5/20,Missouri,98365,,,742,17,1639,,,77,0,9/6/20 6:09,Not agree,Not agree
9/5/20,Louisiana,152369,,,0,0,5035,4872,163,0,0,9/6/20 14:09,Not agree,Agree
9/5/20,Delaware,18043,17053,990,151,0,609,537,72,1,0,9/6/20 14:09,Agree,Agree
9/5/20,Alabama,131803,120327,11476,1410,372,2275,2151,124,9,2,9/6/20 14:09,Agree,Agree
9/5/20,Michigan,117191,106215,10976,896,58,6806,6534,272,8,0,9/6/20 14:09,Agree,Agree
9/5/20,Mississippi,86888,82235,4653,949,244,2584,2416,168,26,4,9/6/20 14:09,Agree,Agree
9/5/20,California,727239,,,4956,0,13643,,,153,0,9/6/20 14:09,Not agree,Not agree
9/4/20,Louisiana,152369,,,822,0,5035,4872,163,14,0,9/5/20 14:09,Not agree,Agree
9/4/20,Minnesota,78966,,,0,0,1899,1847,52,0,0,9/5/20 14:09,N/A,Agree
9/4/20,Wisconsin,84464,79354,5110,1542,44,1161,1153,8,7,0,9/5/20 14:09,Agree,Agree
9/4/20,Vermont,1642,,,10,0,58,,,0,0,9/5/20 14:09,Not agree,Not agree
9/4/20,North Carolina,177346,174254,3092,2121,76,2839,2829,10,36,0,2/19/21 13:38,Agree,Agree
9/4/20,Maine,4667,4197,470,35,2,134,133,1,0,0,9/5/20 14:09,Agree,Agree
9/4/20,Washington,76335,,,479,0,1953,,,8,0,9/5/20 14:09,N/A,N/A
9/4/20,Alabama,130393,119289,11104,1108,420,2266,2144,122,33,9,9/5/20 14:09,Agree,Agree
9/4/20,North Dakota,13334,13334,0,361,0,155,,,5,0,9/5/20 14:09,Agree,Not agree
9/4/20,Montana,8019,8019,0,19,0,114,114,0,3,0,9/5/20 14:09,Agree,Agree
9/4/20,Kentucky,51677,46846,4831,792,112,987,978,9,11,0,9/5/20 14:09,Agree,Agree
9/4/20,Wyoming,3989,3373,616,50,11,42,42,0,1,0,9/5/20 14:09,Agree,Agree
9/4/20,Rhode Island,22236,,,80,0,1086,,,1,0,9/5/20 14:09,Not agree,N/A
9/4/20,New Hampshire,7368,,,21,0,432,,,0,0,9/5/20 14:09,Not agree,Not agree
9/4/20,New Mexico,25902,,,90,0,794,,,3,0,9/5/20 14:09,N/A,Not agree
9/4/20,Oklahoma,67347,66855,492,995,160,1063,1055,8,11,0,9/5/20 0:00,Agree,Agree
9/4/20,Massachusetts,129815,120038,9777,219,0,9126,8892,234,23,1,9/5/20 14:09,Agree,Agree
9/4/20,Georgia,290938,277494,13444,2298,245,5931,5931,0,63,0,9/5/20 10:09,Agree,Agree
9/4/20,New York,202536,,,539,0,8963,,,0,0,9/5/20 14:09,Not agree,Not agree
9/4/20,Tennessee,160597,156398,4199,1051,127,1837,1785,52,22,-1,9/5/20 14:09,Agree,Agree
9/4/20,Ohio,128444,121765,6679,1332,38,4248,3962,286,22,-1,9/5/20 14:09,Agree,Agree
9/4/20,Texas,630829,,,5482,0,15136,,,96,0,9/5/20 0:00,Not agree,Not agree
9/4/20,Iowa,68256,,,1105,14,1141,,,6,0,9/5/20 14:09,Not agree,Not agree
9/4/20,Florida,633060,,,3147,319,11750,,,100,7,9/5/20 14:09,Not agree,Not agree
9/4/20,Kansas,45220,43800,1420,1280,39,481,,,23,0,9/5/20 14:09,Agree,N/A
9/4/20,Utah,54646,54180,466,585,2,420,420,0,4,0,9/5/20 14:09,Agree,Agree
9/4/20,South Dakota,14596,,,259,0,170,168,2,1,0,9/5/20 14:09,N/A,Agree
9/4/20,Colorado,58655,54709,3946,368,26,1966,1617,349,11,0,9/5/20 14:09,Agree,Agree
9/4/20,Pennsylvania,137662,133731,3931,891,34,7742,,,10,-22,9/5/20 14:09,Agree,Not agree
9/4/20,Alaska,5586,,,120,0,40,,,0,0,9/5/20 14:09,N/A,N/A
9/4/20,Arkansas,64678,,,1174,80,873,,,12,0,9/5/20 14:09,Not agree,Not agree
9/4/20,West Virginia,11037,10846,191,192,-1,243,,,6,0,9/5/20 14:09,Agree,Not agree
9/4/20,Hawaii,9655,,,219,0,81,,,2,0,9/5/20 10:09,Not agree,Not agree
9/4/20,Illinois,247299,245371,1928,5594,226,8362,8143,219,38,10,9/5/20 14:09,Agree,Agree
