,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
19,ma,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,1.7990561629063,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.28119252094057,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.22317908187101,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.25032900741444,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.24824314777986,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.065173880654893,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.20160280953675,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.37425920069463,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.16208870943444,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.13122291887012,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.67204023142998,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.44127024051434,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.56292423377568,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.47691061121341,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.64931776182765,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,2.2309540140234,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.11121472140712,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.1010874226776,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.71128190306792,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.32026273417357,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,1.3215513880537,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.25249023348355,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,1.0173411450062,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.26357506779004,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.12760433111172,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.18715154721303,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.3163252287295,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.32051847067817,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,7.4590673828247,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.32632400813818,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-03-13,2020-07-09,118,0.0,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-03-13,2020-11-19,251,0.34556698038389,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.13669699061575,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.22434397233635,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.39764013832575,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.1648642198893,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-03-14,2021-02-10,333,1.2755547,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,1.7191272529249,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.56096465726322,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-03-14,2020-07-09,117,2.2670949586893,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.61616572393311,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.44697446476787,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.62161976592625,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.21188356009583,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.57051032148257,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.22383069446271,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.49716611369431,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.28222492464966,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.20595102347361,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.33574525261809,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,1.8284312017267,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,2.0021754071054,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.49622209577748,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.22317908187101,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.33043428978707,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.37236472166978,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.081467350818617,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.33600468256126,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.56138880104194,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.30510815893542,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.13122291887012,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.93051724351843,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.51481528060007,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.81061089663698,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.61998379457743,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.68178364991903,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,2.709015588457,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.21387446424447,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.1010874226776,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.85353828368151,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.36713045136971,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,1.8879305543625,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.36902418739903,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,1.0173411450062,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.46857789829341,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.17588705099183,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.5926465661746,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.43348272085154,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.64103694135634,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,8.4308472883335,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.46372359051215,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-03-14,2020-07-09,117,0.0,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-03-14,2020-11-19,250,0.51835047057584,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.13669699061575,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.4486879446727,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.530186851101,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.1648642198893,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-03-15,2021-02-10,332,1.5716656,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,2.2574398270732,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.72925405444218,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-03-15,2020-07-09,116,2.4087883936074,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.71886001125529,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.63321382508781,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.92301116758746,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.42376712019166,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.57051032148257,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.22383069446271,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.72602035650598,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.28222492464966,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.27460136463148,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.47004335366532,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,2.2156283973865,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,2.3648883431752,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.49622209577748,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.22317908187101,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.5407106560152,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.62060786944964,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.09776082098234,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.33600468256126,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.56138880104194,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.31464278890215,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.13122291887012,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.93051724351843,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.95608552111441,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,1.1033314982003,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.61998379457743,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.84411309037594,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,3.747385889915,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.31653420708181,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.2021748453552,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.9246664739883,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.5077336029581,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,1.8879305543625,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.54382511827225,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,1.0173411450062,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.57107931354509,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.20347717663761,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.65503041524561,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.46862996848815,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.64103694135634,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,10.098631720761,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.56677327729262,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-03-15,2020-07-09,116,0.0,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-03-15,2020-11-19,249,0.51835047057584,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.41009097184725,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.59145229070492,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.72900692026387,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.24729632983395,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-03-16,2021-02-10,331,1.8728382,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,2.7610225577279,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.1499775473896,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-03-16,2020-07-09,115,3.1172555681978,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.82155429857748,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.78220531334377,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.1302177562295,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.63565068028748,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.72898541078328,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.22383069446271,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.82071866387633,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.44561830207841,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.44622721752616,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.49242637050653,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,2.9254899227628,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,2.8581779362301,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.61200725145889,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.1902884366454,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.5407106560152,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.95750928429373,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.13034776130979,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.40320561907351,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.74851840138925,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.38138519866927,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.13122291887012,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.93051724351843,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.2502656814573,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.9814933028904,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.0015122835482,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.4609649641122,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,4.8834246850744,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.42774892848893,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.252718556694,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.1143416481397,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.58584646495166,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.9823270820806,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.64093674653515,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.1303790500068,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.8053682626918,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.20692594234333,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.90456581152966,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.52720871454917,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.2820738827127,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,11.897737762041,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,0.80722254644707,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-03-16,2020-07-09,115,0.0,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-03-16,2020-11-19,248,1.7278349019195,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.82018194369451,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.79540135646524,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.92782698942675,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.2747736998155,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-03-17,2021-02-10,330,2.335986,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,3.1777806796491,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.9072798346949,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-03-17,2020-07-09,114,4.3924964824605,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.7458028844771,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.0056925457277,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.3656797887774,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.84753424038331,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.91915551794413,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.39170371530974,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.2547525726571,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.44561830207841,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.54920272926296,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.58195843787135,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,4.2161472416287,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,3.1628568025288,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.94282198197721,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,2.3061838460005,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.65085541927756,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.0638992047708,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.13034776130979,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.70560983337864,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.84208320156291,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.38138519866927,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.65611459435059,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.2406896580246,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.9121710422288,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,3.0060154083621,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.0968944057908,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,1.785623845026,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,7.9368502250051,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.57318356417517,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-03-17,2020-11-19,247,0.42962154637979,,,state,usa-facts
