,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
7,dc,confirmed_cumulative_prop,2020-08-27,2020-09-07,11,1954.51924126,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,1743.3382215814,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,2849.4203090391,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,2477.75755,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,534.37033856168,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1885.7267826,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1741.5147183,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1794.0041925,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1377.8963519,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1391.1648384,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1029.1263483,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,3132.7909991,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,1844.3807713976,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1754.3601381,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,328.3708225,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1104.8821466,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,1283.594390556,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1296.1781385,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,2711.3897859,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,648.3105004,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1546.9174351,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1417.2075238,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1704.3457223,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,529.0830183767,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,2146.0135394537,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1188.4612431,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,2181.5128844,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,2221.701209357,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1016.5795485,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1403.8515824,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,610.7777702,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1024.4970528,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-08-27,2020-11-19,84,2225.7596751344,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1378.3842136,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,2184.4369465,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,2090.9763011,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,1577.5003915,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1365.8103274,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,254.1711472,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-08-27,2021-02-11,168,954.7474928,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,1256.141332,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,537.5117108,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-08-27,2021-02-10,167,636.5343779,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,696.0610762,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,2491.95166,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1974.3826968,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,2756.777052879,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1764.2565947,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,985.8587023,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1472.3919841516,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-08-28,2020-09-07,10,1962.5957670503,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1754.3265103249,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,2867.182888,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,2499.4012201,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,553.01609185011,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1966.0736529,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1756.1756287544,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1810.9630809968,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1390.0914393902,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1427.6868199,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1046.5627184,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,3145.826638,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1851.0546894212,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1764.3011208,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,330.00746905994,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1112.8225827,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1298.666296,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1319.2333987,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,2731.5164664,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,660.8481836,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1560.4089364654,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1457.8866286,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1722.1289407,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,530.70100925859,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,2150.0440769675,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1194.2795526,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,2202.8754388,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,2224.9705336725,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1027.6668006947,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1421.7946,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,617.7246234,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1031.0194767,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,2252.0380817424,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1414.8954569,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,2208.3929916,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,2105.2886788,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,1589.8835855,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1377.6783814,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,254.65192495381,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-08-28,2021-02-11,167,962.6005251,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,1270.619813,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-08-28,2021-02-10,166,548.1693187,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-08-28,2020-11-19,83,650.18427359229,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,708.3638054,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,2526.704580798,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,2000.726355986,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,2765.4186857,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1775.4632535,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,990.51250135446,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,1472.3919841516,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-08-29,2020-09-07,9,1973.0810812343,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1781.6431908,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,2882.0680689032,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,2521.8737164,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,574.84009853998,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,2000.3359672,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1772.5712271,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1825.7991492,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,1406.8021257181,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1432.0804417,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1064.9167923,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,3145.826638,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,1857.5254882007,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,1774.7217848116,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,334.1734785882,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1112.8225827,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1316.6993875,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1341.6532137,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,2756.2128106,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,678.43836605918,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1585.0559549,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1506.9640003,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1738.6714695,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,532.90736046116,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,2153.9732881,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1200.7655369,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,2222.6471646,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,2228.2347175409,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1038.0696546,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1449.4167382,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,623.3674598,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1037.604391,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,2277.2482604394,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1462.9365665,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,2229.8450735,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,2121.6116868,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-08-29,2021-02-11,166,1603.9823354,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1391.9364482,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,257.21607271923,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,970.19091404173,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,1284.6860952,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-08-29,2021-02-10,165,556.1485749,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-08-29,2020-11-19,82,653.81272688632,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,714.378473,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,2554.1561250493,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,2016.5656882,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,2770.5569539247,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1782.2687425,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,993.67291711237,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1472.3919841516,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-08-30,2020-09-06,7,1977.8986580215,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1781.0270250287,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,2894.0944755958,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,2533.3171712,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,588.96566921304,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,2031.7140349,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1772.5712271,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1841.519068175,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1419.9033038,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1435.0667316,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1064.9167923,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,3180.7604295,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1860.4126831718,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1782.942530865,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,335.6613391,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1126.7408755,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1333.2252885,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1362.6392033,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,2777.9523135,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,686.7656333,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1595.076851,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1506.9640003,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1753.6631362,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,533.49572078184,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,2157.2495071598,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1205.7730983,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,2237.1594166,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,2231.8227495727,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1045.9573449,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1466.2730659,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,617.7246234,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1042.8379528,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,2298.1272605,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1505.8909704,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,2242.072028,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,2134.5824947,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,1617.8627418,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1402.9258209,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,258.9789243,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-08-30,2021-02-11,165,975.982197,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,1293.9090422,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-08-30,2021-02-10,164,564.127831,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-08-30,2020-11-19,81,660.03293253323,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,719.4362616,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,2570.9411331614,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2028.7599857,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,2772.9474851131,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1802.0803335,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,997.1632664,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1483.1625055711,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-08-31,2020-09-06,6,1982.5745413738,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1789.8587337384,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2902.8710055,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2547.4260562,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,598.35917371062,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2051.0796908,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1795.569831,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1854.6821329,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1433.0193358,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1479.5178275,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1083.248483,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,3187.7730009,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1864.8232724745,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1790.5181881939,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,336.7772345,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1131.7374425207,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1345.1941545,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1379.7636404,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,2787.1588418,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,694.3443820887,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1606.3467836,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1550.5300094,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1765.7598604,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,533.49572078184,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2161.1787183,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1209.0637815,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,2246.5095924,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,2235.1948828289,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1053.6140507,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1484.291899,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,633.3491159,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1046.9076329,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,2311.1013741,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1527.0290587,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,2268.6931099,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,2143.3768472,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,1625.6919149,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1412.8490605,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-08-31,2020-11-19,80,260.26099819067,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-08-31,2021-02-11,164,980.1188277,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,1298.4775783,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,571.9396902,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-08-31,2021-02-10,163,663.8341693,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,724.2206563,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,2602.7163976,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,2037.8062989,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,2779.9129984034,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1812.8162518,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1003.2583539,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,1486.7246311447,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-09-01,2020-09-06,5,1990.6510671641,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1800.7443282,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,2938.1121484,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,2568.3915956,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,611.14281516973,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,2072.759083,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1811.2379796,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,1866.4562891158,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1443.5656356,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1484.3233513,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1100.9086833,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,3202.5940491,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,1869.9737961666,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1800.6742004,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,338.4138811,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1139.697905,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1353.9003963,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1396.9858384,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,2808.4615387,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,702.57808450398,,,state,usa-facts
